sequence_identifier;Domain;Phylum;Class;Order;Family;Genus
OTU_1931;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;
OTU_1932;Unclassified;;;;;
OTU_1933;Bacteria;Bacteroidota;Ignavibacteria;Ignavibacteriales;Melioribacteraceae;IheB3-7
OTU_1934;Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Woeseiaceae;Woeseia
OTU_1935;Unclassified;;;;;
OTU_1936;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;KI89A clade;
OTU_1937;Unclassified;;;;;
OTU_1938;Unclassified;;;;;
OTU_1939;Unclassified;;;;;
OTU_1940;Bacteria;Proteobacteria;Gammaproteobacteria;HOC36;;
OTU_1941;Unclassified;;;;;
OTU_1942;Bacteria;Proteobacteria;Gammaproteobacteria;;;
OTU_1943;Unclassified;;;;;
OTU_1944;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Filomicrobium
OTU_1945;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured
OTU_1946;Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;uncultured;
OTU_1947;Unclassified;;;;;
OTU_1948;Unclassified;;;;;
OTU_1949;Unclassified;;;;;
OTU_1950;Bacteria;WS1;;;;
OTU_1951;Bacteria;Bacteroidota;Rhodothermia;Rhodothermales;Rhodothermaceae;uncultured
OTU_1952;Bacteria;Calditrichota;Calditrichia;Calditrichales;Calditrichaceae;
OTU_1953;Bacteria;Proteobacteria;Alphaproteobacteria;NRL2;;
OTU_1954;Unclassified;;;;;
OTU_1955;Bacteria;Planctomycetota;Pla3 lineage;;;
OTU_1956;Unclassified;;;;;
OTU_1957;Bacteria;Proteobacteria;Gammaproteobacteria;;;
OTU_1958;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;
OTU_1959;Unclassified;;;;;
OTU_1960;Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfococcaceae;
OTU_1961;Unclassified;;;;;
OTU_1962;Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfosarcinaceae;uncultured
OTU_1963;Unclassified;;;;;
OTU_1964;Unclassified;;;;;
OTU_1965;Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;uncultured;
OTU_1966;Bacteria;Proteobacteria;Gammaproteobacteria;Beggiatoales;Beggiatoaceae;
OTU_1967;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;
OTU_1968;Bacteria;Proteobacteria;Gammaproteobacteria;;;
OTU_1969;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;uncultured;
OTU_1970;Unclassified;;;;;
OTU_1971;Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10
OTU_1972;Unclassified;;;;;
OTU_1973;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Gimesiaceae;uncultured
OTU_1974;Unclassified;;;;;
OTU_1975;Unclassified;;;;;
OTU_1976;Unclassified;;;;;
OTU_1977;Unclassified;;;;;
OTU_1978;Unclassified;;;;;
OTU_1979;Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;Sva0996 marine group
OTU_1980;Bacteria;Desulfobacterota;Desulfuromonadia;Desulfuromonadales;Geopsychrobacteraceae;
OTU_1981;Unclassified;;;;;
OTU_1982;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halieaceae;
OTU_1983;Unclassified;;;;;
OTU_1984;Unclassified;;;;;
OTU_1985;Unclassified;;;;;
OTU_1986;Bacteria;Verrucomicrobiota;Lentisphaeria;P.palmC41;;
OTU_1987;Bacteria;Proteobacteria;Alphaproteobacteria;Kordiimonadales;uncultured;
OTU_1988;Bacteria;Proteobacteria;Gammaproteobacteria;uncultured;;
OTU_1989;Unclassified;;;;;
OTU_1990;Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Bdellovibrionaceae;OM27 clade
OTU_1991;Unclassified;;;;;
OTU_1992;Unclassified;;;;;
OTU_1993;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Rhodopirellula
OTU_1994;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;uncultured;
OTU_1995;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;uncultured;
OTU_1996;Bacteria;Planctomycetota;Pla3 lineage;;;
OTU_1997;Unclassified;;;;;
OTU_1998;Unclassified;;;;;
OTU_1999;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Parvularculaceae;
OTU_2000;Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Bdellovibrionaceae;OM27 clade
OTU_2001;Unclassified;;;;;
OTU_2002;Bacteria;Myxococcota;Polyangia;UASB-TL25;;
OTU_2003;Unclassified;;;;;
OTU_2004;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;uncultured
OTU_2005;Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;P3OB-42
OTU_2006;Unclassified;;;;;
OTU_2007;Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio
OTU_2008;Unclassified;;;;;
OTU_2009;Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thiohalocapsa
OTU_2010;Unclassified;;;;;
OTU_2011;Bacteria;Myxococcota;Polyangia;Polyangiales;Sandaracinaceae;uncultured
OTU_2012;Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfosarcinaceae;Sva0081 sediment group
OTU_2013;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;uncultured;
OTU_2014;Bacteria;Bdellovibrionota;Bdellovibrionia;Bacteriovoracales;Bacteriovoracaceae;Peredibacter
OTU_2015;Unclassified;;;;;
OTU_2016;Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 23
OTU_2017;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Rubinisphaeraceae;Planctomicrobium
OTU_2018;Bacteria;Verrucomicrobiota;Kiritimatiellae;Kiritimatiellales;Kiritimatiellaceae;R76-B128
OTU_2019;Unclassified;;;;;
OTU_2020;Unclassified;;;;;
OTU_2021;Bacteria;Myxococcota;Polyangia;Nannocystales;Nannocystaceae;uncultured
OTU_2022;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;uncultured
OTU_2023;Unclassified;;;;;
OTU_2024;Unclassified;;;;;
OTU_2025;Unclassified;;;;;
OTU_2026;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;
OTU_2027;Bacteria;Cyanobacteria;Vampirivibrionia;Caenarcaniphilales;;
OTU_2028;Unclassified;;;;;
OTU_2029;Unclassified;;;;;
OTU_2030;Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Bdellovibrionaceae;OM27 clade
OTU_2031;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Amoebophilaceae;uncultured
OTU_2032;Unclassified;;;;;
OTU_2033;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;uncultured
OTU_2034;Unclassified;;;;;
OTU_2035;Bacteria;Planctomycetota;OM190;;;
OTU_2036;Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;uncultured
OTU_2037;Unclassified;;;;;
OTU_2038;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;uncultured
OTU_2039;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;
OTU_2040;Unclassified;;;;;
OTU_2041;Unclassified;;;;;
OTU_2042;Unclassified;;;;;
OTU_2043;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;
OTU_2044;Unclassified;;;;;
OTU_2045;Unclassified;;;;;
OTU_2046;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;DEV007;
OTU_2047;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured
OTU_2048;Unclassified;;;;;
OTU_2049;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured
OTU_2050;Bacteria;Acidobacteriota;Subgroup 22;;;
OTU_2051;Unclassified;;;;;
OTU_2052;Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Sedimenticolaceae;Sedimenticola
OTU_2053;Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Woeseiaceae;Woeseia
OTU_2054;Bacteria;Proteobacteria;Gammaproteobacteria;Coxiellales;Coxiellaceae;Coxiella
OTU_2055;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;DEV007;
OTU_2056;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halieaceae;
OTU_2057;Unclassified;;;;;
OTU_2058;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;SCGC AAA164-E04
OTU_2059;Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Lentimicrobiaceae;
OTU_2060;Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;P3OB-42
OTU_2061;Unclassified;;;;;
OTU_2062;Bacteria;Dependentiae;Babeliae;Babeliales;;
OTU_2063;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;uncultured
OTU_2064;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Rhodopirellula
OTU_2065;Bacteria;Bacteroidota;Rhodothermia;Balneolales;Balneolaceae;Balneola
OTU_2066;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;NS4 marine group
OTU_2067;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;SAR86 clade;
OTU_2068;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pir4 lineage
OTU_2069;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;
OTU_2070;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;SAR86 clade;
OTU_2071;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Marinobacteraceae;Marinobacter
OTU_2072;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Parvularculaceae;
OTU_2073;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;
OTU_2074;Bacteria;Gemmatimonadota;BD2-11 terrestrial group;;;
OTU_2075;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Vibrionaceae;Vibrio
OTU_2076;Archaea;Crenarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;
OTU_2077;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;
OTU_2078;Bacteria;Cyanobacteria;Cyanobacteriia;Synechococcales;Cyanobiaceae;Cyanobium PCC-6307
OTU_2079;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;NS5 marine group
OTU_2080;Unclassified;;;;;
OTU_2081;Unclassified;;;;;
OTU_2082;Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;uncultured
OTU_2083;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;
OTU_2084;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Colwelliaceae;Thalassotalea
OTU_2085;Unclassified;;;;;
OTU_2086;Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;uncultured
OTU_2087;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Mesonia
OTU_2088;Bacteria;Planctomycetota;OM190;;;
OTU_2089;Unclassified;;;;;
OTU_2090;Unclassified;;;;;
OTU_2091;Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;uncultured
OTU_2092;Unclassified;;;;;
OTU_2093;Unclassified;;;;;
OTU_2094;Bacteria;;;;;
OTU_2095;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Stappiaceae;
OTU_2096;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pseudoalteromonadaceae;
OTU_2097;Bacteria;Proteobacteria;Alphaproteobacteria;;;
OTU_2098;Unclassified;;;;;
OTU_2099;Unclassified;;;;;
OTU_2100;Bacteria;Planctomycetota;OM190;;;
OTU_2101;Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;
OTU_2102;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;DEV007;
OTU_2103;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Parvularculaceae;
OTU_2104;Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;Micavibrionaceae;uncultured
OTU_2105;Unclassified;;;;;
OTU_2106;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Filomicrobium
OTU_2107;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;
OTU_2108;Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus
OTU_2109;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Vibrionaceae;Photobacterium
OTU_2110;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;DEV007;
OTU_2111;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;
OTU_2112;Bacteria;Planctomycetota;OM190;;;
OTU_2113;Bacteria;Chloroflexi;Anaerolineae;SBR1031;A4b;
OTU_2114;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Nitrincolaceae;Amphritea
OTU_2115;Bacteria;Entotheonellaeota;Entotheonellia;Entotheonellales;Entotheonellaceae;
OTU_2116;Unclassified;;;;;
OTU_2117;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;uncultured
OTU_2118;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SM2D12;
OTU_2119;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halieaceae;
OTU_2120;Bacteria;Acidobacteriota;Subgroup 26;;;
OTU_2121;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;uncultured
OTU_2122;Unclassified;;;;;
OTU_2123;Bacteria;Cyanobacteria;Cyanobacteriia;Synechococcales;Cyanobiaceae;Synechococcus CC9902
OTU_2124;Bacteria;NB1-j;;;;
OTU_2125;Bacteria;Planctomycetota;OM190;;;
OTU_2126;Bacteria;NB1-j;;;;
OTU_2127;Bacteria;Cyanobacteria;Cyanobacteriia;Synechococcales;Cyanobiaceae;[Synechococcus] spongiarum group
OTU_2128;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;Marinoscillum
OTU_2129;Bacteria;Chloroflexi;Anaerolineae;Ardenticatenales;uncultured;
OTU_2130;Unclassified;;;;;
OTU_2131;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;
OTU_2132;Bacteria;Proteobacteria;Alphaproteobacteria;Defluviicoccales;uncultured;
OTU_2133;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Kordia
OTU_2134;Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;uncultured;
OTU_2135;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus
OTU_2136;Bacteria;Planctomycetota;OM190;;;
OTU_2137;Unclassified;;;;;
OTU_2138;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;
OTU_2139;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;
OTU_2140;Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10
OTU_2141;Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;
OTU_2142;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;
OTU_2143;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Colwelliaceae;
OTU_2144;Unclassified;;;;;
OTU_2145;Bacteria;Acidobacteriota;Subgroup 21;;;
OTU_2146;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;
OTU_2147;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured
OTU_2148;Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;Sva0996 marine group
OTU_2149;Unclassified;;;;;
OTU_2150;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Gimesiaceae;uncultured
OTU_2151;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;DEV007;
OTU_2152;Unclassified;;;;;
OTU_2153;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;OM182 clade;
OTU_2154;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Blastopirellula
OTU_2155;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Pseudofulvibacter
OTU_2156;Bacteria;Proteobacteria;Gammaproteobacteria;Francisellales;Francisellaceae;Francisella
OTU_2157;Bacteria;Proteobacteria;Alphaproteobacteria;Thalassobaculales;uncultured;
OTU_2158;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured
OTU_2159;Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;uncultured;
OTU_2160;Unclassified;;;;;
OTU_2161;Bacteria;Myxococcota;Polyangia;Nannocystales;Nannocystaceae;uncultured
OTU_2162;Unclassified;;;;;
OTU_2163;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;KI89A clade;
OTU_2164;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales Incertae Sedis;Bauldia
OTU_2165;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Rhodopirellula
OTU_2166;Unclassified;;;;;
OTU_2167;Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;Sva0996 marine group
OTU_2168;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;
OTU_2169;Bacteria;Proteobacteria;Gammaproteobacteria;;;
OTU_2170;Bacteria;Proteobacteria;Alphaproteobacteria;;;
OTU_2171;Bacteria;NB1-j;;;;
OTU_2172;Bacteria;Myxococcota;Polyangia;Polyangiales;Sandaracinaceae;uncultured
OTU_2173;Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Nitrosococcaceae;
OTU_2174;Unclassified;;;;;
OTU_2175;Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Nitrosococcaceae;FS142-36B-02
OTU_2176;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;
OTU_2177;Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10
OTU_2178;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Vibrionaceae;Vibrio
OTU_2179;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;
OTU_2180;Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella
OTU_2181;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Shewanellaceae;
OTU_2182;Unclassified;;;;;
OTU_2183;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;NS9 marine group;
OTU_2184;Bacteria;Proteobacteria;Gammaproteobacteria;Immundisolibacterales;Immundisolibacteraceae;uncultured
OTU_2185;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;
OTU_2186;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Blastopirellula
OTU_2187;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;uncultured
OTU_2188;Unclassified;;;;;
OTU_2189;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Rhodopirellula
OTU_2190;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudohongiellaceae;Pseudohongiella
OTU_2191;Bacteria;Acidobacteriota;Acidobacteriae;PAUC26f;;
OTU_2192;Bacteria;Planctomycetota;Pla3 lineage;;;
OTU_2193;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Membranicola
OTU_2194;Bacteria;NB1-j;;;;
OTU_2195;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;Ekhidna
OTU_2196;Unclassified;;;;;
OTU_2197;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Blastopirellula
OTU_2198;Unclassified;;;;;
OTU_2199;Unclassified;;;;;
OTU_2200;Bacteria;Planctomycetota;Pla3 lineage;;;
OTU_2201;Unclassified;;;;;
OTU_2202;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Gimesiaceae;uncultured
OTU_2203;Bacteria;Proteobacteria;Gammaproteobacteria;Ectothiorhodospirales;Ectothiorhodospiraceae;Thiogranum
OTU_2204;Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Nitrosococcaceae;AqS1
OTU_2205;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Nitrincolaceae;
OTU_2206;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;NS5 marine group
OTU_2207;Bacteria;Acidobacteriota;Vicinamibacteria;Subgroup 9;;
OTU_2208;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;SAR86 clade;
OTU_2209;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;uncultured
OTU_2210;Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;SAR116 clade;
OTU_2211;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;
OTU_2212;Unclassified;;;;;
OTU_2213;Unclassified;;;;;
OTU_2214;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Mesorhizobium
OTU_2215;Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Arcobacteraceae;
OTU_2216;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Magnetospiraceae;Magnetospira
OTU_2217;Unclassified;;;;;
OTU_2218;Unclassified;;;;;
OTU_2219;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;uncultured
OTU_2220;Unclassified;;;;;
OTU_2221;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;KI89A clade;
OTU_2222;Bacteria;Latescibacterota;;;;
OTU_2223;Bacteria;Proteobacteria;Alphaproteobacteria;;;
OTU_2224;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Cryomorphaceae;uncultured
OTU_2225;Unclassified;;;;;
OTU_2226;Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;Sva0996 marine group
OTU_2227;Unclassified;;;;;
OTU_2228;Bacteria;Chloroflexi;Anaerolineae;Ardenticatenales;uncultured;
OTU_2229;Unclassified;;;;;
OTU_2230;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Crocinitomix
OTU_2231;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;;
OTU_2232;Bacteria;Gemmatimonadota;BD2-11 terrestrial group;;;
OTU_2233;Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;Kiloniella
OTU_2234;Unclassified;;;;;
OTU_2235;Bacteria;Proteobacteria;Gammaproteobacteria;Coxiellales;Coxiellaceae;Coxiella
OTU_2236;Unclassified;;;;;
OTU_2237;Unclassified;;;;;
OTU_2238;Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;cvE6;
OTU_2239;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methyloligellaceae;uncultured
OTU_2240;Unclassified;;;;;
OTU_2241;Unclassified;;;;;
OTU_2242;Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Nitrosococcaceae;AqS1
OTU_2243;Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Simkaniaceae;Candidatus Rhabdochlamydia
OTU_2244;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;
OTU_2245;Bacteria;SAR324 clade(Marine group B);;;;
OTU_2246;Unclassified;;;;;
OTU_2247;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;
OTU_2248;Bacteria;Chloroflexi;Anaerolineae;SBR1031;A4b;
OTU_2249;Bacteria;Myxococcota;Polyangia;Nannocystales;Nannocystaceae;
OTU_2250;Bacteria;NB1-j;;;;
OTU_2251;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Silicimonas
OTU_2252;Bacteria;Acidobacteriota;Acidobacteriae;PAUC26f;;
OTU_2253;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Rhodopirellula
OTU_2254;Unclassified;;;;;
OTU_2255;Bacteria;Nitrospirota;Nitrospiria;Nitrospirales;Nitrospiraceae;Nitrospira
OTU_2256;Unclassified;;;;;
OTU_2257;Bacteria;Dependentiae;Babeliae;Babeliales;;
OTU_2258;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;
OTU_2259;Unclassified;;;;;
OTU_2260;Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;Desulfocapsaceae;
OTU_2261;Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Marinicella
OTU_2262;Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;SM1A02
OTU_2263;Unclassified;;;;;
OTU_2264;Unclassified;;;;;
OTU_2265;Bacteria;Gemmatimonadota;BD2-11 terrestrial group;;;
OTU_2266;Unclassified;;;;;
OTU_2267;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;uncultured
OTU_2268;Bacteria;Planctomycetota;OM190;;;
OTU_2269;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured
OTU_2270;Unclassified;;;;;
OTU_2271;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SM2D12;
OTU_2272;Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Criblamydiaceae;
OTU_2273;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;DEV007;
OTU_2274;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;
OTU_2275;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured
OTU_2276;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;SCGC AAA164-E04
OTU_2277;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Blastopirellula
OTU_2278;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pirellula
OTU_2279;Unclassified;;;;;
OTU_2280;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Roseibacillus
OTU_2281;Unclassified;;;;;
